symbol,timestamp,open,high,low,close,spread
EURUSD,1605661200,1.18626,1.18632,1.1862300000000001,1.18627,19
EURUSD,1605661260,1.18627,1.18632,1.1862300000000001,1.18632,19
EURUSD,1605661320,1.1863299999999999,1.18651,1.1863299999999999,1.18639,18
EURUSD,1605661380,1.18639,1.18645,1.1863299999999999,1.1863299999999999,19
EURUSD,1605661440,1.1863299999999999,1.18648,1.1863,1.18642,19
EURUSD,1605661500,1.18642,1.18647,1.18631,1.18636,18
EURUSD,1605661560,1.18636,1.18638,1.18624,1.18624,19
EURUSD,1605661620,1.18624,1.18628,1.18622,1.18626,19
EURUSD,1605661680,1.18626,1.18627,1.1862,1.18624,18
EURUSD,1605661740,1.18625,1.18626,1.18613,1.18616,19
EURUSD,1605661800,1.18616,1.18616,1.18608,1.18608,18
EURUSD,1605661860,1.18609,1.18619,1.18607,1.18619,20
EURUSD,1605661920,1.18618,1.18631,1.18618,1.1862300000000001,20
EURUSD,1605661980,1.1862300000000001,1.1862300000000001,1.18613,1.18618,19
EURUSD,1605662040,1.18618,1.1862,1.18609,1.18612,19
EURUSD,1605662100,1.18612,1.18619,1.18612,1.18619,19
EURUSD,1605662160,1.18618,1.18619,1.18605,1.18607,18
EURUSD,1605662220,1.18607,1.1861,1.18596,1.18597,19
EURUSD,1605662280,1.18597,1.18603,1.18595,1.18603,20
EURUSD,1605662340,1.18603,1.18604,1.18598,1.1859899999999999,20
EURUSD,1605662400,1.1859899999999999,1.18605,1.18595,1.18603,19
EURUSD,1605662460,1.18603,1.18606,1.186,1.18606,19
EURUSD,1605662520,1.18606,1.18606,1.1859899999999999,1.1859899999999999,20
EURUSD,1605662580,1.1859899999999999,1.18604,1.18598,1.18604,20
EURUSD,1605662640,1.18604,1.18604,1.18596,1.1859899999999999,19
EURUSD,1605662700,1.18598,1.18609,1.18597,1.186,18
EURUSD,1605662760,1.18598,1.18602,1.1859,1.18591,18
EURUSD,1605662820,1.18591,1.18593,1.18583,1.18593,18
EURUSD,1605662880,1.18592,1.18595,1.18591,1.18591,20
EURUSD,1605662940,1.18591,1.18594,1.18591,1.18593,19
EURUSD,1605663000,1.18593,1.18596,1.18585,1.18596,19
EURUSD,1605663060,1.18595,1.18603,1.18589,1.18603,19
EURUSD,1605663120,1.18602,1.18607,1.18598,1.18604,18
EURUSD,1605663180,1.18604,1.18608,1.18603,1.18604,19
EURUSD,1605663240,1.18604,1.18614,1.18601,1.18614,18
EURUSD,1605663300,1.18614,1.18614,1.18609,1.18609,18
EURUSD,1605663360,1.18609,1.18609,1.18592,1.1859899999999999,19
EURUSD,1605663420,1.1859899999999999,1.18603,1.18588,1.18588,18
EURUSD,1605663480,1.18588,1.18594,1.18584,1.18594,18
EURUSD,1605663540,1.18595,1.18598,1.1859,1.18598,18
EURUSD,1605663600,1.18598,1.1859899999999999,1.18593,1.18593,18
EURUSD,1605663660,1.18594,1.18598,1.18589,1.18591,18
EURUSD,1605663720,1.18591,1.18591,1.1858,1.18586,18
EURUSD,1605663780,1.18587,1.18587,1.18574,1.18575,19
EURUSD,1605663840,1.18575,1.18577,1.1856200000000001,1.18567,18
EURUSD,1605663900,1.18567,1.18567,1.1856200000000001,1.18563,19
EURUSD,1605663960,1.18563,1.18568,1.18563,1.18567,20
EURUSD,1605664020,1.18567,1.18567,1.18545,1.18553,20
EURUSD,1605664080,1.18554,1.18559,1.18552,1.18556,18
EURUSD,1605664140,1.18557,1.18557,1.18545,1.18549,18
EURUSD,1605664200,1.1855,1.18558,1.18548,1.18555,18
EURUSD,1605664260,1.18555,1.18568,1.18555,1.18565,18
EURUSD,1605664320,1.18565,1.18577,1.18564,1.18571,19
EURUSD,1605664380,1.18571,1.18576,1.18568,1.18568,19
EURUSD,1605664440,1.18569,1.18573,1.18568,1.1857,19
EURUSD,1605664500,1.1857,1.18574,1.18563,1.18569,19
EURUSD,1605664560,1.18569,1.18573,1.18563,1.18567,20
EURUSD,1605664620,1.18568,1.1857199999999999,1.18564,1.18566,19
EURUSD,1605664680,1.18567,1.18578,1.18566,1.18576,19
EURUSD,1605664740,1.18576,1.18584,1.18574,1.18579,19
EURUSD,1605664800,1.18579,1.18584,1.18565,1.18578,20
EURUSD,1605664860,1.18578,1.18579,1.1857,1.1857199999999999,19
EURUSD,1605664920,1.1857199999999999,1.18575,1.18571,1.18573,19
EURUSD,1605664980,1.18573,1.18573,1.18542,1.1855,18
EURUSD,1605665040,1.18549,1.18549,1.18537,1.1853799999999999,18
EURUSD,1605665100,1.18539,1.18548,1.18534,1.18543,18
EURUSD,1605665160,1.18544,1.18547,1.1853799999999999,1.18542,18
EURUSD,1605665220,1.18542,1.1855,1.1853799999999999,1.18544,19
EURUSD,1605665280,1.18544,1.18544,1.18536,1.1853799999999999,18
EURUSD,1605665340,1.18537,1.18537,1.18525,1.18536,18
EURUSD,1605665400,1.18536,1.1853799999999999,1.18526,1.18531,18
EURUSD,1605665460,1.18531,1.18536,1.1852800000000001,1.18535,19
EURUSD,1605665520,1.18533,1.18537,1.1853,1.18537,19
EURUSD,1605665580,1.18537,1.18537,1.18522,1.18522,20
EURUSD,1605665640,1.18522,1.18539,1.18521,1.18531,19
EURUSD,1605665700,1.18531,1.1853799999999999,1.18523,1.18524,19
EURUSD,1605665760,1.18525,1.18535,1.18525,1.18534,20
EURUSD,1605665820,1.18534,1.18535,1.18523,1.18524,19
EURUSD,1605665880,1.18524,1.1852800000000001,1.18521,1.1852800000000001,20
EURUSD,1605665940,1.1852800000000001,1.18534,1.18527,1.1852800000000001,20
EURUSD,1605666000,1.1852800000000001,1.1852800000000001,1.18521,1.18525,19
EURUSD,1605666060,1.18523,1.18525,1.18519,1.18524,19
EURUSD,1605666120,1.18524,1.18533,1.18519,1.18533,19
EURUSD,1605666180,1.18534,1.1853799999999999,1.1853,1.1853799999999999,19
EURUSD,1605666240,1.18537,1.18549,1.18533,1.18533,19
EURUSD,1605666300,1.18533,1.1853799999999999,1.1852800000000001,1.18536,18
EURUSD,1605666360,1.18536,1.18546,1.18536,1.18539,18
EURUSD,1605666420,1.18539,1.18549,1.1853799999999999,1.1853799999999999,19
EURUSD,1605666480,1.1853799999999999,1.18544,1.1853,1.1854,18
EURUSD,1605666540,1.1854,1.18545,1.18534,1.18539,18
EURUSD,1605666600,1.18539,1.18543,1.18531,1.1853799999999999,18
EURUSD,1605666660,1.1853799999999999,1.18543,1.18532,1.18533,19
EURUSD,1605666720,1.18533,1.18544,1.18532,1.18539,19
EURUSD,1605666780,1.18539,1.18544,1.18518,1.18519,18
EURUSD,1605666840,1.18519,1.18525,1.18515,1.18525,18
EURUSD,1605666900,1.18524,1.18529,1.18522,1.18525,18
EURUSD,1605666960,1.18526,1.18532,1.18518,1.18518,19
EURUSD,1605667020,1.18518,1.18518,1.1851,1.1851,19
EURUSD,1605667080,1.18509,1.18522,1.18508,1.18516,18
EURUSD,1605667140,1.18515,1.1852,1.18509,1.18509,19
EURUSD,1605667200,1.18506,1.1851099999999999,1.18503,1.18503,18
EURUSD,1605667260,1.18503,1.18512,1.18503,1.18505,19
EURUSD,1605667320,1.18508,1.1851,1.185,1.185,18
EURUSD,1605667380,1.185,1.18503,1.18499,1.18503,18
EURUSD,1605667440,1.18502,1.18503,1.18495,1.18502,19
EURUSD,1605667500,1.18503,1.18513,1.185,1.18502,18
EURUSD,1605667560,1.18502,1.18507,1.18498,1.18507,19
EURUSD,1605667620,1.18507,1.18513,1.18503,1.18512,18
EURUSD,1605667680,1.1851099999999999,1.18517,1.18499,1.18515,18
EURUSD,1605667740,1.18515,1.18524,1.18515,1.18523,19
EURUSD,1605667800,1.18523,1.18534,1.18523,1.18532,18
EURUSD,1605667860,1.18532,1.18532,1.18523,1.18523,18
EURUSD,1605667920,1.18526,1.18531,1.18526,1.1852800000000001,19
EURUSD,1605667980,1.1852800000000001,1.1853799999999999,1.18517,1.18522,18
EURUSD,1605668040,1.18522,1.18527,1.18519,1.18525,18
EURUSD,1605668100,1.18524,1.18529,1.18523,1.1852800000000001,19
EURUSD,1605668160,1.18529,1.18532,1.18526,1.18529,18
EURUSD,1605668220,1.1853,1.18532,1.18518,1.18527,18
EURUSD,1605668280,1.18527,1.1853799999999999,1.18526,1.18533,18
EURUSD,1605668340,1.18534,1.1854,1.1853,1.18537,18
EURUSD,1605668400,1.1853799999999999,1.18544,1.18527,1.18543,18
EURUSD,1605668460,1.18543,1.18547,1.18539,1.18541,19
EURUSD,1605668520,1.18541,1.18543,1.1853,1.18532,18
EURUSD,1605668580,1.18533,1.1853799999999999,1.1852800000000001,1.1852800000000001,19
EURUSD,1605668640,1.18529,1.18536,1.18526,1.18531,19
EURUSD,1605668700,1.18531,1.18533,1.18529,1.1853,20
EURUSD,1605668760,1.1853,1.18532,1.18527,1.1853,20
EURUSD,1605668820,1.1853,1.18536,1.18529,1.1853,19
EURUSD,1605668880,1.1853,1.1853799999999999,1.18529,1.18535,19
EURUSD,1605668940,1.18535,1.18542,1.1853,1.18535,18
EURUSD,1605669000,1.18536,1.1854,1.18531,1.18536,19
EURUSD,1605669060,1.18535,1.1853799999999999,1.1853,1.1853,19
EURUSD,1605669120,1.1853,1.18537,1.1853,1.18535,18
EURUSD,1605669180,1.18534,1.18536,1.18531,1.18532,19
EURUSD,1605669240,1.18532,1.18541,1.18531,1.18541,19
EURUSD,1605669300,1.18541,1.18548,1.1854,1.18548,19
EURUSD,1605669360,1.18548,1.18552,1.18548,1.1855,19
EURUSD,1605669420,1.1855,1.18551,1.18542,1.1855,18
EURUSD,1605669480,1.1855,1.1855,1.18543,1.18547,19
EURUSD,1605669540,1.18547,1.18547,1.18541,1.18545,19
EURUSD,1605669600,1.18545,1.18548,1.1854,1.1854,18
EURUSD,1605669660,1.1854,1.18546,1.1854,1.18543,19
EURUSD,1605669720,1.18545,1.18546,1.18542,1.18543,19
EURUSD,1605669780,1.18543,1.18548,1.18541,1.18548,18
EURUSD,1605669840,1.18548,1.18553,1.18544,1.18544,19
EURUSD,1605669900,1.18543,1.18546,1.18542,1.18543,18
EURUSD,1605669960,1.18543,1.18552,1.18543,1.18548,19
EURUSD,1605670020,1.18548,1.18553,1.18544,1.18545,19
EURUSD,1605670080,1.18545,1.18549,1.18542,1.18548,18
EURUSD,1605670140,1.18549,1.18551,1.18546,1.1855,19
EURUSD,1605670200,1.1855,1.18557,1.18548,1.18556,19
EURUSD,1605670260,1.18556,1.1856,1.18554,1.18554,19
EURUSD,1605670320,1.18554,1.1856,1.18554,1.18557,19
EURUSD,1605670380,1.18557,1.18558,1.18554,1.18557,18
EURUSD,1605670440,1.18557,1.18563,1.18557,1.18561,19
EURUSD,1605670500,1.18561,1.1856200000000001,1.18555,1.18559,18
EURUSD,1605670560,1.18559,1.18561,1.18556,1.18559,18
EURUSD,1605670620,1.18559,1.18561,1.18557,1.18559,18
EURUSD,1605670680,1.18559,1.18559,1.18551,1.18551,18
EURUSD,1605670740,1.18551,1.18553,1.18549,1.18549,18
EURUSD,1605670800,1.1855,1.18552,1.18549,1.18549,19
EURUSD,1605670860,1.18549,1.18552,1.18549,1.18552,19
EURUSD,1605670920,1.18551,1.18556,1.18549,1.18551,18
EURUSD,1605670980,1.18551,1.18553,1.18549,1.1855,18
EURUSD,1605671040,1.1855,1.18556,1.18549,1.1855,18
EURUSD,1605671100,1.1855,1.18556,1.18549,1.18549,18
EURUSD,1605671160,1.18549,1.18553,1.18549,1.18551,18
EURUSD,1605671220,1.18551,1.18555,1.1855,1.18552,18
EURUSD,1605671280,1.18552,1.18556,1.1855,1.1855,19
EURUSD,1605671340,1.18551,1.18556,1.18551,1.18556,19
EURUSD,1605671400,1.18556,1.18558,1.18556,1.18557,19
EURUSD,1605671460,1.18557,1.1856200000000001,1.18557,1.1856,18
EURUSD,1605671520,1.1856,1.18565,1.1856,1.18564,19
EURUSD,1605671580,1.18565,1.18568,1.18565,1.18566,19
EURUSD,1605671640,1.18567,1.1857,1.18565,1.18568,19
EURUSD,1605671700,1.18568,1.1857,1.18566,1.18566,19
EURUSD,1605671760,1.18566,1.18575,1.18565,1.18574,19
EURUSD,1605671820,1.18574,1.18578,1.18574,1.18578,18
EURUSD,1605671880,1.18578,1.18591,1.18578,1.18586,18
EURUSD,1605671940,1.18586,1.18589,1.18579,1.1858,18
EURUSD,1605672000,1.1858,1.1858,1.18575,1.18576,19
EURUSD,1605672060,1.18577,1.18578,1.18566,1.18566,18
EURUSD,1605672120,1.18565,1.18569,1.18565,1.18567,18
EURUSD,1605672180,1.18568,1.1857,1.18567,1.1857,18
EURUSD,1605672240,1.1857,1.18575,1.1857,1.18573,18
EURUSD,1605672300,1.18574,1.18575,1.18574,1.18575,18
EURUSD,1605672360,1.18576,1.18576,1.18574,1.18575,18
EURUSD,1605672420,1.18576,1.18578,1.18575,1.18576,19
EURUSD,1605672480,1.18577,1.1858,1.18577,1.18579,18
EURUSD,1605672540,1.18579,1.18579,1.18575,1.18576,19
EURUSD,1605672600,1.18576,1.18577,1.18576,1.18576,19
EURUSD,1605672660,1.18576,1.18582,1.18576,1.18581,18
EURUSD,1605672720,1.18581,1.18583,1.18579,1.18581,18
EURUSD,1605672780,1.18579,1.18582,1.18575,1.18576,18
EURUSD,1605672840,1.18576,1.18576,1.18576,1.18576,20
EURUSD,1605672900,1.18576,1.1858,1.18576,1.1858,18
EURUSD,1605672960,1.1858,1.18589,1.18578,1.18579,18
EURUSD,1605673020,1.18579,1.18581,1.18574,1.18577,18
EURUSD,1605673080,1.18578,1.18582,1.18575,1.18577,18
EURUSD,1605673140,1.18577,1.18581,1.18574,1.18575,18
EURUSD,1605673200,1.18575,1.18578,1.18574,1.18577,18
EURUSD,1605673260,1.18576,1.18583,1.18576,1.18583,19
EURUSD,1605673320,1.18583,1.18584,1.18579,1.18584,19
EURUSD,1605673380,1.18585,1.18594,1.18584,1.18594,19
EURUSD,1605673440,1.18595,1.18595,1.18594,1.18595,19
EURUSD,1605673500,1.18594,1.18594,1.18587,1.1859,18
EURUSD,1605673560,1.1859,1.18591,1.18586,1.18589,18
EURUSD,1605673620,1.18588,1.18589,1.18585,1.18588,19
EURUSD,1605673680,1.18587,1.18594,1.18586,1.18586,18
EURUSD,1605673740,1.18586,1.18587,1.18585,1.18586,19
EURUSD,1605673800,1.18588,1.1859,1.18585,1.18587,18
EURUSD,1605673860,1.18586,1.18592,1.18586,1.18592,18
EURUSD,1605673920,1.18592,1.18593,1.18589,1.18589,18
EURUSD,1605673980,1.18589,1.18592,1.18585,1.18592,18
EURUSD,1605674040,1.18593,1.18598,1.18591,1.18592,18
EURUSD,1605674100,1.18591,1.18592,1.18586,1.18589,18
EURUSD,1605674160,1.18589,1.18596,1.18587,1.18591,18
EURUSD,1605674220,1.18592,1.18595,1.18588,1.1859,18
EURUSD,1605674280,1.1859,1.18597,1.1859,1.18591,18
EURUSD,1605674340,1.18592,1.18595,1.18589,1.1859,19
EURUSD,1605674400,1.1859,1.18596,1.1859,1.18591,18
EURUSD,1605674460,1.18591,1.18596,1.18591,1.18593,19
EURUSD,1605674520,1.18594,1.18598,1.18594,1.18598,19
EURUSD,1605674580,1.18598,1.18601,1.18588,1.18588,18
EURUSD,1605674640,1.18589,1.18593,1.18588,1.18592,18
EURUSD,1605674700,1.18592,1.18594,1.18589,1.1859,18
EURUSD,1605674760,1.1859,1.186,1.1859,1.18594,19
EURUSD,1605674820,1.18594,1.18598,1.18594,1.18597,19
EURUSD,1605674880,1.18597,1.18597,1.18592,1.18595,19
EURUSD,1605674940,1.18595,1.18596,1.18591,1.18591,19
EURUSD,1605675000,1.18591,1.18594,1.1859,1.18592,20
EURUSD,1605675060,1.18592,1.18592,1.18591,1.18592,19
EURUSD,1605675120,1.18592,1.18594,1.18591,1.18592,19
EURUSD,1605675180,1.18592,1.18598,1.1859,1.18597,19
EURUSD,1605675240,1.18597,1.18603,1.18595,1.18602,19
EURUSD,1605675300,1.18602,1.18603,1.18597,1.18597,19
EURUSD,1605675360,1.18597,1.18603,1.18596,1.18602,19
EURUSD,1605675420,1.18603,1.18608,1.18602,1.18606,19
EURUSD,1605675480,1.18605,1.18608,1.18601,1.18607,19
EURUSD,1605675540,1.18607,1.18613,1.18607,1.18613,19
EURUSD,1605675600,1.18612,1.18612,1.18602,1.18606,19
EURUSD,1605675660,1.18605,1.18606,1.18604,1.18605,20
EURUSD,1605675720,1.18605,1.18608,1.18605,1.18607,19
EURUSD,1605675780,1.18607,1.18608,1.18606,1.18608,19
EURUSD,1605675840,1.18608,1.18611,1.18603,1.18603,18
EURUSD,1605675900,1.18603,1.18613,1.18601,1.1861,19
EURUSD,1605675960,1.1861,1.1861,1.18601,1.18602,19
EURUSD,1605676020,1.18601,1.18607,1.18597,1.18607,18
EURUSD,1605676080,1.18607,1.18609,1.18604,1.18607,18
EURUSD,1605676140,1.18607,1.18611,1.18606,1.18607,19
EURUSD,1605676200,1.18606,1.18613,1.18603,1.18612,18
EURUSD,1605676260,1.18612,1.18612,1.18601,1.18601,18
EURUSD,1605676320,1.18602,1.18617,1.18602,1.18616,18
EURUSD,1605676380,1.18616,1.18616,1.18607,1.18611,19
EURUSD,1605676440,1.18611,1.1862300000000001,1.18609,1.1862300000000001,19
EURUSD,1605676500,1.1862300000000001,1.18628,1.18619,1.1862,18
EURUSD,1605676560,1.1862,1.18629,1.1862,1.18629,18
EURUSD,1605676620,1.18629,1.18629,1.18619,1.18628,18
EURUSD,1605676680,1.18628,1.18628,1.1862300000000001,1.18628,19
EURUSD,1605676740,1.18628,1.18628,1.1862300000000001,1.18628,19
EURUSD,1605676800,1.18627,1.18627,1.1862,1.1862300000000001,18
EURUSD,1605676860,1.1862300000000001,1.18634,1.18621,1.18632,18
EURUSD,1605676920,1.18632,1.18638,1.18624,1.18637,18
EURUSD,1605676980,1.18636,1.18636,1.18626,1.18632,18
EURUSD,1605677040,1.1863299999999999,1.18637,1.18627,1.18634,19
EURUSD,1605677100,1.18635,1.18638,1.18627,1.18638,18
EURUSD,1605677160,1.18639,1.18644,1.18637,1.1864,18
EURUSD,1605677220,1.1864,1.18644,1.18639,1.18643,19
EURUSD,1605677280,1.18644,1.1865,1.18644,1.18649,18
EURUSD,1605677340,1.18649,1.18649,1.18638,1.18645,18
EURUSD,1605677400,1.18644,1.18645,1.18639,1.18642,18
EURUSD,1605677460,1.18641,1.18642,1.18637,1.18638,18
EURUSD,1605677520,1.18638,1.18647,1.18638,1.18647,19
EURUSD,1605677580,1.18647,1.18649,1.18644,1.18648,19
EURUSD,1605677640,1.18648,1.18648,1.1864,1.18644,18
EURUSD,1605677700,1.18643,1.18647,1.18639,1.1864,18
EURUSD,1605677760,1.1864,1.18643,1.18637,1.18641,18
EURUSD,1605677820,1.18641,1.18644,1.18639,1.18639,19
EURUSD,1605677880,1.1864,1.18648,1.18638,1.18648,19
EURUSD,1605677940,1.18647,1.18653,1.18645,1.18649,19
EURUSD,1605678000,1.18649,1.18655,1.18649,1.18652,19
EURUSD,1605678060,1.18652,1.18668,1.18652,1.18666,18
EURUSD,1605678120,1.18666,1.18672,1.18665,1.18671,18
EURUSD,1605678180,1.18671,1.18674,1.18665,1.18673,18
EURUSD,1605678240,1.18673,1.18674,1.18669,1.1867,19
EURUSD,1605678300,1.1867,1.18672,1.18669,1.18669,19
EURUSD,1605678360,1.18669,1.18672,1.18665,1.18669,18
EURUSD,1605678420,1.18669,1.18677,1.18669,1.18675,18
EURUSD,1605678480,1.18675,1.18679,1.18671,1.18679,18
EURUSD,1605678540,1.18679,1.18686,1.18678,1.18685,19
EURUSD,1605678600,1.18685,1.18688,1.1868,1.1868,18
EURUSD,1605678660,1.18679,1.18685,1.18675,1.18679,18
EURUSD,1605678720,1.18679,1.18688,1.18679,1.1868400000000001,18
EURUSD,1605678780,1.18683,1.18685,1.18679,1.1868,18
EURUSD,1605678840,1.1868,1.1868400000000001,1.18679,1.1868400000000001,18
EURUSD,1605678900,1.1868400000000001,1.18688,1.18671,1.18672,18
EURUSD,1605678960,1.18673,1.18681,1.18673,1.18678,19
EURUSD,1605679020,1.18678,1.18678,1.18669,1.1867,18
EURUSD,1605679080,1.18669,1.18672,1.18668,1.1867,18
EURUSD,1605679140,1.1867,1.18676,1.18668,1.18673,19
EURUSD,1605679200,1.18673,1.18676,1.18664,1.18666,18
EURUSD,1605679260,1.18666,1.18668,1.18662,1.18662,18
EURUSD,1605679320,1.18663,1.18669,1.18663,1.18668,18
EURUSD,1605679380,1.18668,1.1867,1.18661,1.18661,18
EURUSD,1605679440,1.18661,1.18669,1.18661,1.18667,18
EURUSD,1605679500,1.18668,1.18668,1.18664,1.18668,19
EURUSD,1605679560,1.18668,1.18671,1.18667,1.18667,18
EURUSD,1605679620,1.18668,1.18671,1.18667,1.18667,19
EURUSD,1605679680,1.18668,1.1867,1.18667,1.18668,18
EURUSD,1605679740,1.18668,1.18675,1.18668,1.18671,18
EURUSD,1605679800,1.18671,1.18674,1.1867,1.18673,19
EURUSD,1605679860,1.18673,1.18688,1.18673,1.18688,18
EURUSD,1605679920,1.18688,1.18693,1.1868400000000001,1.18693,18
EURUSD,1605679980,1.1869399999999999,1.18713,1.1869399999999999,1.18709,18
EURUSD,1605680040,1.18709,1.18728,1.18704,1.18727,18
EURUSD,1605680100,1.18727,1.1873,1.18713,1.18717,18
EURUSD,1605680160,1.1871800000000001,1.18723,1.1871,1.18713,19
EURUSD,1605680220,1.18713,1.18715,1.18709,1.18714,18
EURUSD,1605680280,1.18714,1.18722,1.18712,1.1872099999999999,19
EURUSD,1605680340,1.1872099999999999,1.18729,1.18716,1.18727,18
EURUSD,1605680400,1.18727,1.18732,1.18723,1.18726,19
EURUSD,1605680460,1.18726,1.18742,1.18725,1.18731,18
EURUSD,1605680520,1.18731,1.18731,1.187,1.18702,18
EURUSD,1605680580,1.18702,1.18708,1.18692,1.18702,18
EURUSD,1605680640,1.18702,1.18712,1.18696,1.18702,18
EURUSD,1605680700,1.18701,1.1872,1.18701,1.1872,18
EURUSD,1605680760,1.18719,1.1872,1.18708,1.1871800000000001,18
EURUSD,1605680820,1.1871800000000001,1.18732,1.18715,1.18727,18
EURUSD,1605680880,1.18727,1.18737,1.1872099999999999,1.18737,18
EURUSD,1605680940,1.18737,1.18737,1.1873,1.18736,18
EURUSD,1605681000,1.18736,1.18738,1.18729,1.1873,18
EURUSD,1605681060,1.18731,1.18739,1.18731,1.18732,19
EURUSD,1605681120,1.18732,1.18736,1.18731,1.18735,19
EURUSD,1605681180,1.18735,1.18748,1.18733,1.18748,18
EURUSD,1605681240,1.18748,1.18752,1.1874,1.18747,18
EURUSD,1605681300,1.18748,1.18758,1.18748,1.1875499999999999,18
EURUSD,1605681360,1.1875499999999999,1.1875499999999999,1.1875,1.18752,19
EURUSD,1605681420,1.18754,1.18762,1.18751,1.18762,18
EURUSD,1605681480,1.18763,1.18763,1.18744,1.18744,18
EURUSD,1605681540,1.18744,1.18749,1.18735,1.18735,19
EURUSD,1605681600,1.18735,1.18738,1.18727,1.18734,19
EURUSD,1605681660,1.18734,1.18739,1.18729,1.18735,18
EURUSD,1605681720,1.18735,1.18735,1.18728,1.18733,18
EURUSD,1605681780,1.18732,1.18732,1.1872,1.18725,18
EURUSD,1605681840,1.18726,1.18733,1.18725,1.18728,18
EURUSD,1605681900,1.18729,1.18733,1.18724,1.18726,19
EURUSD,1605681960,1.18726,1.18729,1.18724,1.18728,19
EURUSD,1605682020,1.18728,1.18736,1.18724,1.18735,19
EURUSD,1605682080,1.18735,1.18736,1.18725,1.18729,18
EURUSD,1605682140,1.18728,1.18732,1.18727,1.18731,19
EURUSD,1605682200,1.18732,1.18737,1.18729,1.18736,19
