symbol,timestamp,open,high,low,close,spread
GBPUSD,1605657600,1.32602,1.32602,1.32545,1.32576,51
GBPUSD,1605657660,1.32583,1.32588,1.32569,1.32583,33
GBPUSD,1605657720,1.32585,1.32592,1.32578,1.32587,48
GBPUSD,1605657780,1.32585,1.32587,1.32574,1.32577,54
GBPUSD,1605657840,1.32577,1.32586,1.32577,1.32585,53
GBPUSD,1605657900,1.32585,1.3259,1.32573,1.32573,43
GBPUSD,1605657960,1.32573,1.32579,1.3256999999999999,1.32579,46
GBPUSD,1605658020,1.32573,1.32576,1.32571,1.32573,42
GBPUSD,1605658080,1.32571,1.32574,1.32548,1.32565,45
GBPUSD,1605658140,1.32565,1.32566,1.32564,1.32566,46
GBPUSD,1605658200,1.32566,1.32566,1.32557,1.32557,36
GBPUSD,1605658260,1.32557,1.32558,1.32557,1.32558,43
GBPUSD,1605658320,1.32558,1.32558,1.3255,1.32556,36
GBPUSD,1605658380,1.32554,1.32555,1.32544,1.32548,36
GBPUSD,1605658440,1.32548,1.32559,1.32548,1.32559,39
GBPUSD,1605658500,1.32561,1.32575,1.32561,1.32572,26
GBPUSD,1605658560,1.32574,1.32574,1.32566,1.32569,35
GBPUSD,1605658620,1.32569,1.32569,1.32557,1.32557,37
GBPUSD,1605658680,1.32558,1.3256299999999999,1.32556,1.3256000000000001,37
GBPUSD,1605658740,1.3256000000000001,1.32564,1.32555,1.3256000000000001,31
GBPUSD,1605658800,1.3256000000000001,1.3256299999999999,1.32528,1.32532,22
GBPUSD,1605658860,1.3253300000000001,1.3253599999999999,1.32522,1.32524,30
GBPUSD,1605658920,1.32524,1.32535,1.32523,1.32529,32
GBPUSD,1605658980,1.32529,1.3253300000000001,1.32527,1.32527,33
GBPUSD,1605659040,1.32527,1.3253300000000001,1.32527,1.32532,31
GBPUSD,1605659100,1.32532,1.32535,1.32527,1.32532,30
GBPUSD,1605659160,1.32532,1.32535,1.32528,1.32528,30
GBPUSD,1605659220,1.32529,1.3253599999999999,1.32522,1.32531,30
GBPUSD,1605659280,1.32531,1.32535,1.32527,1.32529,29
GBPUSD,1605659340,1.32528,1.32547,1.32528,1.32546,25
GBPUSD,1605659400,1.32545,1.32549,1.32542,1.32544,29
GBPUSD,1605659460,1.32544,1.32545,1.32541,1.32544,27
GBPUSD,1605659520,1.32544,1.32554,1.32541,1.32553,27
GBPUSD,1605659580,1.32553,1.3256299999999999,1.32551,1.3256299999999999,28
GBPUSD,1605659640,1.32562,1.32564,1.3256000000000001,1.3256000000000001,27
GBPUSD,1605659700,1.32559,1.3256299999999999,1.32558,1.3256299999999999,30
GBPUSD,1605659760,1.3256299999999999,1.3256299999999999,1.32547,1.32553,28
GBPUSD,1605659820,1.32553,1.3256000000000001,1.32552,1.32558,31
GBPUSD,1605659880,1.32558,1.32558,1.32547,1.32547,26
